start,end,Record your current location,_Record your current location_latitude,_Record your current location_longitude,_Record your current location_altitude,_Record your current location_precision,District,Sub-district,Village (muban),Is someone >18 present at the household?,Has the respondent consented to undertake the survey?,"Consent not given, survey ends",How long has the respondent lived in their area?,Gender,Religion,Number of adults in household,Number of children (<18) in household,"In the past 12 months, did any dogs leave your household?",How many dogs have left your household in the last 12 months?,Do you currently own any dogs? (not including street dogs you provide care for),How many dogs do you currently own?,"In the last week, have you/someone in your household offered care to a street dog?",Which types of care have you/someone in your household offered a street dog in the last week?,Which types of care have you/someone in your household offered a street dog in the last week?/Food,Which types of care have you/someone in your household offered a street dog in the last week?/Water,Which types of care have you/someone in your household offered a street dog in the last week?/Shelter,Which types of care have you/someone in your household offered a street dog in the last week?/Deworming,Which types of care have you/someone in your household offered a street dog in the last week?/Parasite control,Which types of care have you/someone in your household offered a street dog in the last week?/Vaccination,Which types of care have you/someone in your household offered a street dog in the last week?/Sterilization,Which types of care have you/someone in your household offered a street dog in the last week?/Medical Care,Which types of care have you/someone in your household offered a street dog in the last week?/Other (specify),In the last 12 months have you/someone in your household offered care to a street dog?,Which types of care have you/someone in your household offered a street dog in the last 12 months?,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Food,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Water,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Shelter,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Deworming,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Parasite control,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Vaccination,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Sterilization,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Medical Care,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Other (specify),"In the last month, have you been annoyed or troubled by a dog or dogs in your neighbourhood?","If Yes, what was the annoyance?","If Yes, what was the annoyance?/Barking/Howling/Crying","If Yes, what was the annoyance?/Pee and poo","If Yes, what was the annoyance?/Make a mess of garbage","If Yes, what was the annoyance?/Attacked my pet","If Yes, what was the annoyance?/Attacked livestock","If Yes, what was the annoyance?/Damaged crops","If Yes, what was the annoyance?/Biting me or other adults","If Yes, what was the annoyance?/Biting children","If Yes, what was the annoyance?/Chasing me or others","If Yes, what was the annoyance?/Unsightly sexual behavior","If Yes, what was the annoyance?/Dog fights","If Yes, what was the annoyance?/Chase me on bike/motorbike","If Yes, what was the annoyance?/Destroy my property","If Yes, what was the annoyance?/Saw a rabid dog","If Yes, what was the annoyance?/Injured or sick dog","If Yes, what was the annoyance?/Concern for puppies","If Yes, what was the annoyance?/Other (specify)","If Yes, what was the annoyance?/Mess of garbage","If Yes, what was the annoyance?/Chasing me or others","In the past year, what problems have you encountered due to street dogs?","In the past year, what problems have you encountered due to street dogs?/Barking/Howling/Crying","In the past year, what problems have you encountered due to street dogs?/Pee and poo","In the past year, what problems have you encountered due to street dogs?/Make a mess of garbage","In the past year, what problems have you encountered due to street dogs?/Attacked my pet","In the past year, what problems have you encountered due to street dogs?/Attacked livestock","In the past year, what problems have you encountered due to street dogs?/Damaged crops","In the past year, what problems have you encountered due to street dogs?/Biting me or other adults","In the past year, what problems have you encountered due to street dogs?/Biting children","In the past year, what problems have you encountered due to street dogs?/Chasing me or others","In the past year, what problems have you encountered due to street dogs?/Unsightly sexual behavior","In the past year, what problems have you encountered due to street dogs?/Dog fights","In the past year, what problems have you encountered due to street dogs?/Chase me on bike/motorbike","In the past year, what problems have you encountered due to street dogs?/Destroy my property","In the past year, what problems have you encountered due to street dogs?/Saw a rabid dog","In the past year, what problems have you encountered due to street dogs?/Injured or sick dog","In the past year, what problems have you encountered due to street dogs?/Concern for puppies","In the past year, what problems have you encountered due to street dogs?/Other (specify)","In the past year, what problems have you encountered due to street dogs?/Mess of garbage","In the past year, what problems have you encountered due to street dogs?/Chasing me or others",Roughly how many dogs are roaming on your soi today?,What do you think about the number of dogs on your soi?,"Over the last 12 months, do you think there has been a change in the number of roaming dogs on your soi?","Thinking of the number of dogs on your soi today vs. the first COVID lockdowns (2020), which statement is most true?","Over the last 12 months, do you think there has been a change in how frequently you have been troubled by roaming dogs?",How should the roaming dog population in general be managed?,"In the past 12 months, has anyone in your household been bitten by a dog?",How many people in your household have been bitten by a dog within the last 12 months?,Which types of care have you/someone in your household offered a street dog in the last week?,Which types of care have you/someone in your household offered a street dog in the last week?/Food,Which types of care have you/someone in your household offered a street dog in the last week?/Water,Which types of care have you/someone in your household offered a street dog in the last week?/Shelter,Which types of care have you/someone in your household offered a street dog in the last week?/Deworming,Which types of care have you/someone in your household offered a street dog in the last week?/Parasite control,Which types of care have you/someone in your household offered a street dog in the last week?/Vaccination,Which types of care have you/someone in your household offered a street dog in the last week?/Sterilization,Which types of care have you/someone in your household offered a street dog in the last week?/Medical Care,Which types of care have you/someone in your household offered a street dog in the last week?/Other (specify),Which types of care have you/someone in your household offered a street dog in the last 12 months?,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Food,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Water,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Shelter,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Deworming,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Parasite control,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Vaccination,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Sterilization,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Medical Care,Which types of care have you/someone in your household offered a street dog in the last 12 months?/Other (specify),What problems have you encountered due to street dogs in the last month?,What problems have you encountered due to street dogs in the last month?/Barking/Howling/Crying,What problems have you encountered due to street dogs in the last month?/Pee and poo,What problems have you encountered due to street dogs in the last month?/Make a mess of garbage,What problems have you encountered due to street dogs in the last month?/Attacked my pet,What problems have you encountered due to street dogs in the last month?/Attacked livestock,What problems have you encountered due to street dogs in the last month?/Damaged crops,What problems have you encountered due to street dogs in the last month?/Biting me or other adults,What problems have you encountered due to street dogs in the last month?/Biting children,What problems have you encountered due to street dogs in the last month?/Chasing me or others,What problems have you encountered due to street dogs in the last month?/Unsightly sexual behavior,What problems have you encountered due to street dogs in the last month?/Dog fights,What problems have you encountered due to street dogs in the last month?/Chase me on bike/motorbike,What problems have you encountered due to street dogs in the last month?/Destroy my property,What problems have you encountered due to street dogs in the last month?/Saw a rabid dog,What problems have you encountered due to street dogs in the last month?/Injured or sick dog,What problems have you encountered due to street dogs in the last month?/Concern for puppies,What problems have you encountered due to street dogs in the last month?/Other (specify),_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
2025-08-15,2025-08-15,14.082578 101.080477 -12.4486083984375 5.802000045776367,14.082578,101.080477,-12.4486084,5.802000046,Ongkharak,Bang Luk Suea,Moo 4,Yes,Yes,,Since 2020 or earlier,Male,Buddhist,2,0,No,,No,,No,,,,,,,,,,,No,,,,,,,,,,,Yes,Barking/Howling/Crying Chasing me or others,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Barking/Howling/Crying Chasing me or others,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,I do not accept,No change,About the same,No change,Left alone,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539540255,5e308f76-3f9f-4a65-ac9b-8c9b107ab4fd,2025-08-15,,,submitted_via_web,,vAW8NdMgcmAyapkC7bYNq5,,1
2025-08-15,2025-08-15,14.031491 101.060737 5.651817813593347 14,14.031491,101.060737,5.651817814,14,Ongkharak,Ongkharak,Moo 7,Yes,Yes,,Since 2020 or earlier,Female,Buddhist,4,0,Yes,1,Yes,2,No,,,,,,,,,,,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Unsightly sexual behavior,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Neutral,No change,About the same,No change,Sterilized and vaccinated and returned,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539541496,5459e67e-ed8a-4cb0-b8e2-065c0c7ec258,2025-08-15,,,submitted_via_web,,vAW8NdMgcmAyapkC7bYNq5,,2
2025-08-15,2025-08-15,14.082194 101.080497 -12.4486083984375 164.39999389648438,14.082194,101.080497,-12.4486084,164.3999939,Ongkharak,Bang Luk Suea,Moo 4,Yes,Yes,,Since 2020 or earlier,Male,Buddhist,4,1,Yes,2,No,,Yes,Food Water Shelter,1,1,1,0,0,0,0,0,0,Yes,Food Water Shelter,1,1,1,0,0,0,0,0,0,Yes,Barking/Howling/Crying Make a mess of garbage Attacked livestock Damaged crops Destroy my property,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Barking/Howling/Crying Make a mess of garbage Attacked livestock Damaged crops,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,I am unhappy,Decreased,Fewer dogs now,Decreased,Left alone,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539541541,f66c44f7-f716-40e6-9d15-614f1f715fc0,2025-08-15,,,submitted_via_web,,vAW8NdMgcmAyapkC7bYNq5,,3
2025-08-15,2025-08-15,14.084858 101.07866 5.986247217697471 27.978401267104683,14.084858,101.07866,5.986247218,27.97840127,Ongkharak,Bang Luk Suea,Moo 3,Yes,Yes,,Since 2020 or earlier,Male,Buddhist,3,0,No,,Yes,1,No,,,,,,,,,,,No,,,,,,,,,,,Yes,Barking/Howling/Crying,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barking/Howling/Crying,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Neutral,Decreased,Fewer dogs now,Decreased,Sterilized and vaccinated and returned,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539542070,c070c739-452b-434c-b3c7-6be055b3b2ec,2025-08-15,,,submitted_via_web,,vAW8NdMgcmAyapkC7bYNq5,,4
2025-08-15,2025-08-15,14.030366 101.060419 6.285085859357544 60.026317394074,14.030366,101.060419,6.285085859,60.02631739,Ongkharak,Bang Luk Suea,Moo 7,Yes,Yes,,Since 2020 or earlier,Female,Buddhist,3,1,No,,No,,Yes,Food Water,1,1,0,0,0,0,0,0,0,Yes,Food Water,1,1,0,0,0,0,0,0,0,Yes,Barking/Howling/Crying Pee and poo Make a mess of garbage Destroy my property,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Barking/Howling/Crying Pee and poo Make a mess of garbage Destroy my property,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,I am unhappy,Decreased,About the same,No change,Left alone,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539543449,2f535ca0-3ec6-4604-bbf8-0c2964ffdd48,2025-08-15,,,submitted_via_web,,vAW8NdMgcmAyapkC7bYNq5,,5
2025-08-15,2025-08-15,14.074883 101.082094 -12.4486083984375 110,14.074883,101.082094,-12.4486084,110,Ongkharak,Bang Luk Suea,Moo 4,Yes,Yes,,Since 2020 or earlier,Female,Buddhist,4,0,Yes,1,Yes,1,No,,,,,,,,,,,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Neutral,No change,About the same,No change,Left alone,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539543505,e9082d01-49ad-43f3-babc-d13e63a5a085,2025-08-15,,,submitted_via_web,,vAW8NdMgcmAyapkC7bYNq5,,6
2025-08-15,2025-08-15,14.032059 101.06027 6.285085859357544 30.695801425280262,14.032059,101.06027,6.285085859,30.69580143,Ongkharak,Bang Luk Suea,Moo 7,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539544065,b0e32ef8-27e2-4133-a838-5438eaa8111e,2025-08-15,,,submitted_via_web,,vAW8NdMgcmAyapkC7bYNq5,,7
2025-08-15,2025-08-15,14.074904 101.081816 6.0435791015625 3.5355339059327373,14.074904,101.081816,6.043579102,3.535533906,Ongkharak,Bang Luk Suea,Moo 4,Yes,Yes,,Since 2020 or earlier,Female,Buddhist,4,0,No,,Yes,1,Yes,Food Water Shelter Sterilization,1,1,1,0,0,0,1,0,0,Yes,Food Water Shelter Sterilization,1,1,1,0,0,0,1,0,0,No,,,,,,,,,,,,,,,,,,,,,Barking/Howling/Crying,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Neutral,No change,About the same,No change,Left alone,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539544235,3ff9f7e3-f40d-4c06-83b9-5278dd608051,2025-08-15,,,submitted_via_web,,vAW8NdMgcmAyapkC7bYNq5,,8
2025-08-14,2025-08-15,,,,,,Ongkharak,Bang Luk Suea,Moo 4,Yes,Yes,,Since 2020 or earlier,Male,Buddhist,5,2,No,,Yes,6,No,,,,,,,,,,,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Chase me on bike/motorbike,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Neutral,No change,About the same,No change,Left alone,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539544447,be16e56d-0a3c-4755-a9b2-fdcb3e195549,2025-08-15,,,submitted_via_web,,vAW8NdMgcmAyapkC7bYNq5,,9
2025-08-15,2025-08-15,14.074894 101.082086 -12.4486083984375 164.39999389648438,14.074894,101.082086,-12.4486084,164.3999939,Ongkharak,Bang Luk Suea,Moo 4,Yes,Yes,,Since 2020 or earlier,Female,Buddhist,2,0,No,,Yes,1,No,,,,,,,,,,,No,,,,,,,,,,,Yes,Attacked livestock,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Attacked livestock,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,I am unhappy,Increased,More dogs now,Increased,Left alone,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539544703,7dba175b-aad1-43bf-b14f-f192ae6b237b,2025-08-15,,,submitted_via_web,,vAW8NdMgcmAyapkC7bYNq5,,10
